Make,Model,Year,Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(KMPL),Engine(CC),Power(BHP),Seats,Price(Lakhs)
Honda,City,2007,Mumbai,63000,Petrol,Manual,Second,17.0,1497.0,78.0,5.0,1.75
Hyundai,Verna,2011,Bangalore,60000,Petrol,Manual,First,16.0,1599.0,103.0,5.0,3.95
Hyundai,Accent,2005,Pune,123200,Petrol,Manual,Second,13.0,1495.0,94.0,5.0,1.0
Skoda,Laura,2011,Jaipur,115692,Diesel,Automatic,First,20.0,1968.0,138.0,5.0,4.5
Mercedes-Benz,E-Class,2011,Coimbatore,87073,Petrol,Automatic,First,10.0,2497.0,204.0,5.0,17.23
Hyundai,i20,2015,Kochi,40901,Petrol,Manual,First,18.0,1197.0,81.0,5.0,5.76
Hyundai,i10,2013,Coimbatore,36264,Petrol,Manual,First,20.0,1197.0,78.0,5.0,4.32
Hyundai,i10,2009,Delhi,60000,Petrol,Manual,Second,19.0,1086.0,68.0,5.0,1.9
Volkswagen,Ameo,2018,Pune,20000,Petrol,Manual,First,17.0,1198.0,74.0,5.0,5.5
Toyota,Camry,2014,Mumbai,68400,Petrol,Automatic,First,12.0,2494.0,178.0,5.0,13.5
Mahindra,XUV500,2013,Bangalore,71231,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,9.75
Skoda,Superb,2011,Hyderabad,75000,Diesel,Automatic,First,17.0,1968.0,138.0,5.0,9.44
Maruti,Wagon,2018,Mumbai,1997,Petrol,Automatic,First,22.0,998.0,67.0,5.0,4.45
Maruti,Vitara,2016,Pune,47300,Diesel,Manual,First,24.0,1248.0,88.0,5.0,8.85
Volkswagen,Vento,2013,Kochi,47910,Diesel,Manual,First,20.0,1598.0,103.0,5.0,4.89
Volkswagen,Polo,2015,Hyderabad,62000,Diesel,Manual,First,20.0,1498.0,88.0,5.0,6.25
Maruti,Swift,2012,Chennai,65060,Diesel,Manual,First,22.0,1248.0,74.0,5.0,4.8
Hyundai,i10,2008,Jaipur,82203,Petrol,Manual,First,19.0,1086.0,68.0,5.0,1.8
Mahindra,XUV500,2013,Kolkata,44000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,7.25
Maruti,Ertiga,2014,Coimbatore,53817,Diesel,Manual,First,25.0,1248.0,88.0,7.0,7.56
Mahindra,XUV500,2013,Kochi,61591,Diesel,Manual,First,16.0,2179.0,140.0,7.0,6.82
Tata,Manza,2011,Jaipur,86500,Diesel,Manual,Second,21.0,1248.0,88.0,5.0,1.8
Maruti,SX4,2010,Chennai,87000,Petrol,Manual,First,15.0,1586.0,104.0,5.0,2.8
Maruti,Wagon,2016,Hyderabad,35000,Petrol,Automatic,First,20.0,998.0,67.0,5.0,5.5
Datsun,GO,2016,Kolkata,6000,Petrol,Manual,First,20.0,1198.0,67.0,5.0,2.7
Ford,Figo,2014,Jaipur,59327,Diesel,Manual,First,20.0,1399.0,68.0,5.0,3.25
Skoda,Superb,2014,Coimbatore,81001,Diesel,Automatic,First,17.0,1968.0,138.0,5.0,10.9
Hyundai,i20,2014,Kochi,44612,Petrol,Manual,First,18.0,1197.0,80.0,5.0,4.07
Toyota,Innova,2016,Ahmedabad,42388,Diesel,Automatic,First,11.0,2755.0,171.0,7.0,18.0
Honda,Brio,2012,Mumbai,54000,Petrol,Manual,First,19.0,1198.0,86.0,5.0,2.95
Skoda,Superb,2011,Mumbai,83010,Diesel,Automatic,First,17.0,1968.0,138.0,5.0,7.5
Mercedes-Benz,E-Class,2016,Coimbatore,65405,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,32.73
Maruti,SX4,2008,Pune,85000,Petrol,Manual,First,16.0,1586.0,103.0,5.0,2.5
Toyota,Corolla,2012,Mumbai,54000,Petrol,Automatic,First,14.0,1794.0,138.0,5.0,7.5
Honda,City,2007,Mumbai,70000,Petrol,Manual,First,16.0,1497.0,100.0,5.0,1.55
BMW,X1,2017,Kolkata,27001,Diesel,Automatic,First,20.0,1995.0,190.0,5.0,29.0
Mahindra,KUV,2016,Hyderabad,26000,Diesel,Manual,First,25.0,1198.0,77.0,6.0,6.5
Honda,Jazz,2010,Mumbai,55000,Petrol,Manual,First,16.0,1198.0,90.0,5.0,2.35
Maruti,Swift,2016,Mumbai,19000,Petrol,Manual,First,20.0,1197.0,81.0,5.0,5.55
Hyundai,Grand,2016,Mumbai,15000,Petrol,Automatic,First,18.0,1197.0,82.0,5.0,5.35
Honda,Amaze,2016,Chennai,37000,Petrol,Manual,First,17.0,1198.0,86.0,5.0,5.25
Hyundai,Grand,2017,Coimbatore,38712,Petrol,Manual,First,18.0,1197.0,81.0,5.0,5.87
Volkswagen,Vento,2014,Kochi,52400,Diesel,Manual,First,20.0,1598.0,103.0,5.0,5.36
Volkswagen,Vento,2014,Kochi,32283,Petrol,Automatic,Second,14.0,1598.0,103.0,5.0,5.41
Hyundai,i20,2010,Bangalore,52000,Petrol,Manual,First,18.0,1197.0,80.0,5.0,3.65
Honda,Brio,2016,Pune,32000,Petrol,Automatic,First,16.0,1198.0,86.0,5.0,5.25
Honda,City,2014,Kolkata,39000,Petrol,Manual,First,17.0,1497.0,117.0,5.0,6.25
Tata,Nano,2017,Coimbatore,14149,Petrol,Manual,First,23.0,624.0,37.0,4.0,3.47
Maruti,Wagon,2004,Pune,82000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,0.85
Skoda,Superb,2015,Mumbai,34000,Petrol,Automatic,First,13.0,1798.0,157.0,5.0,13.65
Maruti,Swift,2018,Ahmedabad,2000,Petrol,Manual,First,22.0,1197.0,81.0,5.0,7.75
Toyota,Innova,2011,Coimbatore,82321,Diesel,Manual,First,12.0,2494.0,102.0,7.0,10.05
BMW,3,2011,Kolkata,7000,Petrol,Automatic,First,12.0,1995.0,154.0,5.0,9.75
Mercedes-Benz,GLA,2015,Delhi,27000,Diesel,Automatic,First,17.0,2143.0,136.0,5.0,23.0
Toyota,Innova,2019,Coimbatore,31271,Diesel,Manual,First,13.0,2393.0,147.0,8.0,21.42
Maruti,Esteem,2003,Jaipur,55000,Petrol,Manual,Third,15.0,1298.0,97.0,5.0,0.7
Maruti,Swift,2014,Delhi,24000,Diesel,Manual,First,25.0,1248.0,74.0,5.0,5.21
Toyota,Etios,2012,Delhi,72351,Diesel,Manual,First,23.0,1364.0,97.0,5.0,2.65
Chevrolet,Beat,2010,Chennai,115000,Petrol,Manual,First,18.0,1199.0,79.0,5.0,1.75
Ford,Ikon,2010,Jaipur,82000,Diesel,Manual,Second,13.0,1399.0,68.0,5.0,1.0
Mercedes-Benz,New,2016,Delhi,20000,Diesel,Automatic,First,19.0,2143.0,170.0,5.0,33.0
Toyota,Etios,2011,Kolkata,45560,Petrol,Manual,First,17.0,1496.0,88.0,5.0,2.2
Toyota,Innova,2017,Kochi,57539,Diesel,Manual,First,12.0,2494.0,102.0,7.0,12.83
Skoda,Rapid,2012,Mumbai,54500,Diesel,Manual,First,21.0,1498.0,108.0,5.0,4.1
Hyundai,EON,2016,Jaipur,27886,Petrol,Manual,First,22.0,814.0,55.0,5.0,2.85
Honda,CR-V,2007,Mumbai,66000,Petrol,Automatic,First,11.0,2354.0,158.0,5.0,3.7
Skoda,Laura,2013,Coimbatore,72202,Diesel,Automatic,First,20.0,1968.0,138.0,5.0,9.06
Skoda,Laura,2011,Delhi,70000,Petrol,Manual,Second,13.0,1798.0,157.0,5.0,4.75
Honda,City,2015,Jaipur,78233,Diesel,Manual,First,26.0,1498.0,98.0,5.0,6.6
Tata,New,2007,Chennai,120203,Diesel,Manual,Second,13.0,2179.0,138.0,7.0,3.5
Maruti,Zen,2011,Pune,20575,Petrol,Manual,First,19.0,998.0,67.0,5.0,2.0
Honda,Amaze,2013,Mumbai,39879,Petrol,Manual,First,17.0,1198.0,86.0,5.0,3.89
Renault,KWID,2017,Jaipur,31056,Petrol,Manual,First,23.0,999.0,67.0,5.0,3.6
Maruti,Ciaz,2015,Mumbai,50940,Petrol,Automatic,First,19.0,1373.0,91.0,5.0,6.95
Hyundai,i20,2016,Coimbatore,99362,Diesel,Manual,First,22.0,1396.0,88.0,5.0,7.03
Toyota,Innova,2016,Ahmedabad,54000,Diesel,Manual,First,13.0,2393.0,147.0,7.0,16.5
Hyundai,Xcent,2017,Kochi,38932,Petrol,Manual,First,19.0,1197.0,82.0,5.0,6.21
Hyundai,Xcent,2016,Mumbai,29000,Diesel,Manual,First,24.0,1120.0,71.0,5.0,5.95
Audi,A4,2011,Delhi,58000,Diesel,Automatic,First,16.0,1968.0,140.0,5.0,11.0
Maruti,Ciaz,2016,Coimbatore,60913,Petrol,Manual,First,20.0,1373.0,91.0,5.0,7.19
Toyota,Innova,2011,Delhi,65000,Diesel,Manual,First,12.0,2494.0,102.0,8.0,6.4
Mercedes-Benz,New,2015,Chennai,26000,Diesel,Manual,First,15.0,2148.0,170.0,5.0,26.0
Hyundai,i10,2016,Hyderabad,19947,Petrol,Manual,First,20.0,1197.0,78.0,5.0,4.5
Hyundai,i10,2011,Chennai,70816,Petrol,Automatic,First,16.0,1197.0,78.0,5.0,3.1
Maruti,Ritz,2013,Hyderabad,80264,Petrol,Manual,First,21.0,1197.0,85.0,5.0,4.3
Nissan,Sunny,2013,Pune,125600,Diesel,Manual,First,21.0,1461.0,84.0,5.0,3.75
Toyota,Corolla,2015,Mumbai,49000,Petrol,Manual,First,14.0,1798.0,138.0,5.0,8.95
Toyota,Etios,2012,Pune,111000,Diesel,Manual,First,23.0,1364.0,67.0,5.0,4.75
Toyota,Corolla,2016,Coimbatore,33690,Petrol,Manual,First,14.0,1798.0,138.0,5.0,14.6
Audi,A6,2012,Mumbai,50000,Diesel,Automatic,First,17.0,1968.0,174.0,5.0,17.5
Maruti,Ertiga,2012,Kolkata,38092,Diesel,Manual,First,20.0,1248.0,88.0,7.0,5.2
Hyundai,Grand,2017,Coimbatore,47774,Petrol,Manual,First,18.0,1197.0,82.0,5.0,6.04
Maruti,Swift,2019,Chennai,65000,Diesel,Automatic,First,26.0,1248.0,74.0,5.0,6.75
Volkswagen,Polo,2011,Kolkata,46000,Petrol,Manual,First,15.0,1598.0,103.0,5.0,2.35
Tata,Tiago,2017,Hyderabad,16500,Petrol,Manual,First,23.0,1199.0,84.0,5.0,5.0
Honda,City,2016,Kolkata,39000,Petrol,Manual,First,17.0,1497.0,117.0,5.0,6.95
Honda,Amaze,2018,Jaipur,6000,Petrol,Manual,First,19.0,1199.0,86.0,5.0,6.7
Audi,A4,2015,Hyderabad,60000,Diesel,Automatic,First,17.0,1968.0,174.0,5.0,25.0
Volkswagen,Vento,2011,Chennai,97320,Petrol,Automatic,First,14.0,1598.0,103.0,5.0,3.75
Volkswagen,Vento,2011,Chennai,99807,Diesel,Manual,First,20.0,1598.0,103.0,5.0,3.75
Honda,City,2013,Pune,46000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.1
Maruti,Wagon,2010,Mumbai,12000,Petrol,Manual,First,22.0,998.0,67.0,5.0,2.45
Honda,City,2014,Kolkata,26000,Diesel,Manual,First,26.0,1498.0,98.0,5.0,5.5
Maruti,Wagon,2014,Kochi,68365,CNG,Manual,First,26.0,998.0,58.0,5.0,3.77
Maruti,Alto,2016,Kochi,51639,Petrol,Manual,First,22.0,796.0,47.0,5.0,3.04
Hyundai,i20,2015,Delhi,21000,Petrol,Manual,First,18.0,1197.0,81.0,5.0,4.9
Ford,Ecosport,2013,Bangalore,90000,Diesel,Manual,First,22.0,1498.0,89.0,5.0,6.25
BMW,3,2015,Hyderabad,36255,Diesel,Automatic,First,19.0,1995.0,184.0,5.0,33.0
Honda,Amaze,2014,Coimbatore,48997,Petrol,Manual,Second,18.0,1198.0,86.0,5.0,5.21
Ford,EcoSport,2014,Mumbai,31130,Petrol,Manual,First,15.0,1499.0,110.0,5.0,5.75
Toyota,Corolla,2015,Delhi,12000,Petrol,Manual,First,14.0,1798.0,138.0,5.0,11.0
Hyundai,i10,2014,Pune,90000,Petrol,Manual,Second,20.0,1197.0,78.0,5.0,2.8
Mercedes-Benz,New,2019,Kochi,17320,Diesel,Automatic,First,15.0,2148.0,170.0,5.0,37.99
Skoda,Laura,2011,Delhi,85000,Diesel,Manual,Second,20.0,1968.0,108.0,5.0,3.65
Ford,Endeavour,2007,Hyderabad,130000,Diesel,Manual,First,13.0,2499.0,141.0,7.0,6.0
Ford,Figo,2013,Coimbatore,60328,Petrol,Manual,First,15.0,1196.0,70.0,5.0,4.54
Honda,Amaze,2015,Kochi,34327,Petrol,Manual,First,18.0,1198.0,86.0,5.0,5.4
Tata,Indica,2014,Mumbai,75000,Diesel,Manual,First,19.0,1405.0,70.0,5.0,3.3
Volvo,XC60,2012,Hyderabad,86000,Diesel,Automatic,Second,14.0,1985.0,163.0,5.0,18.25
Datsun,Redi,2017,Bangalore,12000,Petrol,Manual,First,22.0,799.0,53.0,5.0,3.1
Hyundai,EON,2013,Kochi,57759,Petrol,Manual,First,21.0,814.0,55.0,5.0,3.84
Maruti,Alto,2016,Kolkata,24300,Petrol,Manual,First,22.0,796.0,47.0,5.0,2.44
Volkswagen,Polo,2011,Bangalore,66000,Petrol,Manual,Second,16.0,1198.0,73.0,5.0,3.6
Hyundai,i10,2015,Mumbai,75915,Petrol,Manual,First,20.0,1197.0,78.0,5.0,3.9
Nissan,Sunny,2013,Chennai,107000,Petrol,Manual,Second,16.0,1498.0,97.0,5.0,2.9
Toyota,Corolla,2008,Chennai,86000,Petrol,Manual,Second,14.0,1798.0,138.0,5.0,3.5
Maruti,Alto,2019,Jaipur,3000,Petrol,Manual,First,24.0,796.0,47.0,5.0,3.5
Hyundai,i20,2015,Hyderabad,72495,Diesel,Manual,First,21.0,1396.0,88.0,5.0,7.0
Hyundai,Verna,2016,Chennai,33000,Diesel,Automatic,First,19.0,1582.0,126.0,5.0,8.7
Tata,Indica,2016,Hyderabad,80103,Diesel,Manual,First,25.0,1396.0,69.0,5.0,1.8
Chevrolet,Spark,2007,Kolkata,42100,Petrol,Manual,First,18.0,995.0,62.0,5.0,0.99
Hyundai,Grand,2018,Kolkata,4500,Petrol,Manual,First,18.0,1197.0,81.0,5.0,4.8
Hyundai,Grand,2017,Kochi,51223,Petrol,Manual,First,18.0,1197.0,81.0,5.0,5.66
Honda,City,2009,Delhi,64000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.1
Hyundai,Elite,2016,Kochi,56911,Petrol,Manual,First,18.0,1197.0,81.0,5.0,6.54
Toyota,Innova,2019,Kochi,14076,Diesel,Automatic,First,11.0,2755.0,171.0,7.0,19.4
Maruti,Zen,2007,Ahmedabad,75180,Petrol,Manual,First,18.0,1061.0,64.0,5.0,1.65
Maruti,Swift,2013,Jaipur,92000,Diesel,Manual,Second,22.0,1248.0,74.0,5.0,4.35
Fiat,Avventura,2015,Hyderabad,57266,Diesel,Manual,First,20.0,1248.0,91.0,5.0,6.5
Maruti,Zen,2007,Delhi,64000,Petrol,Manual,First,18.0,998.0,67.0,5.0,1.11
Renault,Duster,2013,Mumbai,41000,Diesel,Manual,First,19.0,1461.0,83.0,5.0,5.5
Maruti,Celerio,2015,Pune,50000,Petrol,Automatic,First,23.0,998.0,67.0,5.0,3.9
Tata,Indica,2013,Pune,70000,Diesel,Manual,First,17.0,1405.0,48.0,5.0,1.8
Hyundai,Elite,2016,Kochi,37540,Petrol,Manual,First,18.0,1197.0,81.0,5.0,6.22
Maruti,Celerio,2014,Hyderabad,44000,Petrol,Automatic,First,23.0,998.0,67.0,5.0,4.3
Hyundai,Grand,2017,Hyderabad,22500,Petrol,Manual,First,18.0,1197.0,81.0,5.0,5.99
Hyundai,i20,2017,Delhi,17431,Petrol,Manual,First,18.0,1197.0,81.0,5.0,6.0
Hyundai,Verna,2014,Delhi,61566,Petrol,Manual,First,17.0,1591.0,121.0,5.0,5.85
Land,Rover,2014,Kochi,61730,Diesel,Automatic,First,12.0,2179.0,147.0,5.0,19.94
Maruti,Swift,2009,Chennai,68000,Petrol,Manual,First,16.0,1298.0,88.0,5.0,2.9
Honda,Amaze,2014,Mumbai,29000,Petrol,Manual,First,18.0,1198.0,86.0,5.0,4.25
Maruti,Wagon,2017,Jaipur,39867,Petrol,Manual,First,22.0,998.0,67.0,5.0,4.5
Honda,Mobilio,2014,Hyderabad,58972,Diesel,Manual,First,24.0,1498.0,98.0,7.0,6.5
Honda,CR-V,2006,Bangalore,66000,Petrol,Automatic,Second,10.0,2354.0,152.0,5.0,3.9
Hyundai,Verna,2013,Delhi,52000,Petrol,Manual,First,17.0,1591.0,121.0,5.0,5.25
Hyundai,Santa,2014,Bangalore,58000,Diesel,Automatic,First,11.0,2199.0,194.0,7.0,17.0
Hyundai,i10,2012,Ahmedabad,58000,Petrol,Automatic,First,16.0,1197.0,78.0,5.0,3.5
Ford,Fusion,2008,Hyderabad,75000,Diesel,Manual,Second,17.0,1399.0,68.0,5.0,3.0
Hyundai,i10,2015,Coimbatore,41008,Petrol,Manual,Second,20.0,1197.0,78.0,5.0,4.87
Hyundai,Xcent,2014,Jaipur,65000,Diesel,Manual,First,24.0,1120.0,71.0,5.0,6.0
Skoda,Superb,2015,Mumbai,19000,Diesel,Automatic,First,18.0,1968.0,174.0,5.0,15.5
Ford,Fiesta,2008,Pune,74000,Petrol,Manual,Second,16.0,1388.0,68.0,5.0,1.6
Maruti,Baleno,2017,Pune,33000,Petrol,Automatic,First,21.0,1197.0,83.0,5.0,7.25
Skoda,Laura,2010,Mumbai,95000,Diesel,Manual,Second,17.0,1896.0,105.0,5.0,3.25
Volkswagen,Vento,2012,Kolkata,34000,Diesel,Manual,First,20.0,1498.0,108.0,5.0,3.4
Hyundai,Verna,2016,Kochi,52378,Petrol,Manual,First,17.0,1591.0,121.0,5.0,7.97
Mercedes-Benz,New,2012,Delhi,38000,Diesel,Automatic,First,14.0,2143.0,170.0,5.0,13.51
Honda,Amaze,2015,Kochi,60334,Diesel,Manual,First,25.0,1498.0,98.0,5.0,5.43
Ford,Fiesta,2010,Chennai,107000,Petrol,Manual,First,16.0,1388.0,68.0,5.0,2.6
Maruti,Alto,2017,Kolkata,2196,Petrol,Manual,First,22.0,796.0,47.0,5.0,2.75
Fiat,Grande,2015,Coimbatore,44846,Petrol,Manual,Second,14.0,1368.0,88.0,5.0,5.41
Mahindra,XUV500,2014,Mumbai,45600,Diesel,Manual,First,15.0,2179.0,140.0,7.0,8.25
Volvo,XC90,2014,Kochi,102001,Diesel,Automatic,First,11.0,2400.0,200.0,7.0,23.58
Hyundai,i10,2014,Coimbatore,47439,Petrol,Manual,First,20.0,1197.0,78.0,5.0,4.49
Tata,Nano,2016,Bangalore,29000,Petrol,Automatic,First,21.0,624.0,37.0,4.0,2.8
Renault,Lodgy,2016,Coimbatore,51681,Diesel,Manual,First,19.0,1461.0,108.0,8.0,8.43
Honda,City,2016,Mumbai,42666,Petrol,Automatic,First,18.0,1497.0,117.0,5.0,8.95
Renault,Duster,2013,Jaipur,65000,Diesel,Manual,Second,19.0,1461.0,108.0,5.0,5.5
Honda,Amaze,2014,Jaipur,18776,Petrol,Manual,First,17.0,1198.0,86.0,5.0,4.75
Honda,Amaze,2016,Jaipur,6714,Petrol,Manual,First,18.0,1198.0,86.0,5.0,4.75
BMW,3,2009,Pune,40000,Petrol,Automatic,Second,12.0,1995.0,154.0,5.0,9.5
Maruti,Ritz,2011,Coimbatore,88539,Diesel,Manual,First,23.0,1248.0,73.0,5.0,3.77
Honda,City,2012,Delhi,65055,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,4.25
BMW,3,2014,Mumbai,23000,Diesel,Automatic,First,18.0,1995.0,184.0,5.0,19.9
Volkswagen,Jetta,2009,Chennai,60000,Diesel,Manual,First,15.0,1896.0,105.0,5.0,4.0
Maruti,Swift,2013,Kochi,59350,Petrol,Manual,First,19.0,1197.0,85.0,5.0,4.16
Jaguar,XF,2015,Bangalore,19000,Diesel,Automatic,Second,16.0,2179.0,187.0,5.0,38.0
Hyundai,Xcent,2016,Kochi,45560,Petrol,Automatic,First,16.0,1197.0,82.0,5.0,6.34
Toyota,Innova,2009,Pune,118000,Diesel,Manual,First,12.0,2494.0,102.0,8.0,4.5
Maruti,Eeco,2016,Chennai,55000,Petrol,Manual,First,15.0,1196.0,73.0,7.0,3.75
Audi,A4,2012,Delhi,60000,Diesel,Automatic,Second,15.0,1968.0,140.0,5.0,10.2
Volkswagen,Vento,2016,Coimbatore,62767,Diesel,Manual,First,20.0,1498.0,103.0,5.0,9.75
Hyundai,Elite,2018,Kochi,18553,Petrol,Manual,First,18.0,1197.0,81.0,5.0,7.93
Mitsubishi,Pajero,2015,Coimbatore,53497,Diesel,Manual,First,13.0,2477.0,175.0,7.0,16.42
Mahindra,XUV500,2012,Pune,95000,Diesel,Manual,First,15.0,2179.0,140.0,7.0,7.21
Toyota,Innova,2015,Chennai,100000,Diesel,Manual,First,12.0,2494.0,102.0,8.0,13.5
Mahindra,Scorpio,2014,Bangalore,87000,Diesel,Manual,First,12.0,2179.0,120.0,7.0,7.4
Honda,City,2014,Kochi,56838,Petrol,Automatic,First,16.0,1497.0,118.0,5.0,5.15
Honda,City,2011,Kolkata,125000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.25
Maruti,Wagon,2017,Kolkata,17000,Petrol,Automatic,First,22.0,998.0,67.0,5.0,3.95
Tata,Indigo,2013,Pune,70000,Petrol,Manual,Second,15.0,1193.0,65.0,5.0,1.5
Hyundai,i20,2010,Pune,50000,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,3.0
Honda,Jazz,2010,Kolkata,39800,Petrol,Manual,First,16.0,1198.0,90.0,5.0,1.99
Maruti,A-Star,2010,Kolkata,60000,Petrol,Manual,First,19.0,998.0,66.0,5.0,1.35
BMW,3,2009,Hyderabad,58000,Diesel,Automatic,First,16.0,1995.0,181.0,5.0,13.5
Skoda,Yeti,2010,Hyderabad,110009,Diesel,Manual,First,17.0,1968.0,138.0,5.0,6.99
Nissan,Terrano,2013,Hyderabad,85000,Diesel,Manual,First,19.0,1461.0,108.0,5.0,8.5
Volkswagen,Polo,2010,Pune,84000,Diesel,Manual,Second,22.0,1199.0,73.0,5.0,2.89
BMW,3,2011,Mumbai,51000,Diesel,Automatic,First,22.0,1995.0,190.0,5.0,10.5
Nissan,Sunny,2013,Kochi,68880,Petrol,Manual,First,16.0,1498.0,97.0,5.0,3.97
Maruti,Alto,2017,Chennai,5500,Petrol,Automatic,First,24.0,998.0,67.0,5.0,4.25
Maruti,Ritz,2016,Coimbatore,40052,Petrol,Manual,First,21.0,1197.0,85.0,5.0,6.17
Audi,Q5,2016,Coimbatore,47293,Diesel,Automatic,First,14.0,1968.0,174.0,5.0,38.72
Hyundai,Verna,2013,Hyderabad,79663,Diesel,Manual,First,16.0,1493.0,110.0,5.0,6.5
Honda,Amaze,2013,Jaipur,63000,Diesel,Manual,Second,25.0,1498.0,98.0,5.0,4.25
Honda,City,2014,Kolkata,45000,Diesel,Manual,First,26.0,1498.0,98.0,5.0,4.75
Toyota,Fortuner,2014,Kochi,56501,Diesel,Automatic,First,12.0,2755.0,174.0,7.0,17.71
Volkswagen,Vento,2015,Jaipur,58000,Diesel,Manual,First,20.0,1498.0,103.0,5.0,5.85
BMW,5,2011,Coimbatore,51602,Diesel,Automatic,First,22.0,1995.0,190.0,5.0,17.27
BMW,3,2007,Hyderabad,74199,Diesel,Automatic,First,16.0,1995.0,181.0,5.0,9.25
Hyundai,Creta,2017,Ahmedabad,25000,Petrol,Automatic,First,13.0,1591.0,121.0,5.0,12.75
BMW,3,2016,Pune,70000,Diesel,Automatic,Second,21.0,1995.0,190.0,5.0,27.0
Mercedes-Benz,New,2013,Bangalore,25000,Diesel,Automatic,Second,14.0,2143.0,167.0,5.0,21.0
Maruti,Swift,2017,Hyderabad,22000,Diesel,Manual,First,26.0,1248.0,74.0,5.0,7.95
Maruti,Celerio,2015,Hyderabad,47020,Petrol,Manual,Second,23.0,998.0,67.0,5.0,4.5
BMW,3,2017,Mumbai,8000,Diesel,Automatic,First,19.0,1995.0,187.0,5.0,33.75
Honda,Jazz,2017,Kochi,36973,Petrol,Manual,First,18.0,1199.0,88.0,5.0,6.8
Tata,Nano,2014,Coimbatore,42083,Petrol,Manual,First,25.0,624.0,37.0,4.0,1.68
Maruti,Alto,2016,Chennai,61000,Petrol,Manual,First,24.0,796.0,47.0,5.0,2.9
Maruti,Wagon,2014,Mumbai,43628,Petrol,Manual,First,22.0,998.0,67.0,5.0,3.16
Hyundai,Xcent,2014,Jaipur,60000,Diesel,Manual,First,24.0,1120.0,71.0,5.0,3.9
Chevrolet,Beat,2010,Delhi,54000,Petrol,Manual,Second,17.0,1199.0,76.0,5.0,1.95
Jaguar,XF,2015,Kochi,27001,Diesel,Automatic,First,16.0,2179.0,187.0,5.0,26.52
Volkswagen,Passat,2010,Chennai,52000,Diesel,Automatic,First,18.0,1968.0,167.0,5.0,9.0
Hyundai,i20,2012,Hyderabad,80000,Diesel,Manual,First,21.0,1396.0,88.0,5.0,4.5
Maruti,Vitara,2018,Chennai,3300,Diesel,Automatic,First,24.0,1248.0,88.0,5.0,11.5
Maruti,Alto,2016,Delhi,35027,Petrol,Manual,First,24.0,998.0,67.0,5.0,3.0
Hyundai,EON,2015,Coimbatore,26568,Petrol,Manual,First,21.0,814.0,55.0,5.0,3.79
Hyundai,Creta,2016,Bangalore,51000,Diesel,Manual,First,19.0,1582.0,126.0,5.0,13.25
Skoda,Superb,2012,Delhi,56400,Diesel,Automatic,First,17.0,1968.0,138.0,5.0,8.0
Volkswagen,Polo,2015,Hyderabad,80000,Diesel,Manual,First,20.0,1498.0,88.0,5.0,5.8
BMW,5,2012,Delhi,72000,Diesel,Automatic,Third,18.0,1493.0,97.0,5.0,13.85
Toyota,Innova,2013,Hyderabad,107000,Diesel,Manual,Second,12.0,2494.0,100.0,7.0,13.5
Mercedes-Benz,E-Class,2014,Pune,100000,Diesel,Automatic,First,14.0,2143.0,203.0,5.0,25.0
Volkswagen,Polo,2016,Kochi,59998,Diesel,Manual,First,20.0,1498.0,88.0,5.0,5.49
Audi,Q3,2013,Hyderabad,105000,Diesel,Automatic,First,17.0,1968.0,150.0,5.0,19.0
Hyundai,i20,2011,Kolkata,36000,Petrol,Manual,First,18.0,1197.0,80.0,5.0,2.5
Hyundai,i10,2015,Kolkata,24350,Petrol,Manual,Second,19.0,1086.0,68.0,5.0,3.0
Tata,Tigor,2018,Kochi,28973,Diesel,Manual,First,24.0,1047.0,69.0,5.0,6.64
Hyundai,EON,2017,Kochi,8243,Petrol,Manual,First,21.0,814.0,55.0,5.0,3.21
Hyundai,Santro,2011,Hyderabad,60000,Petrol,Manual,First,17.0,1086.0,62.0,5.0,2.59
Mahindra,Scorpio,2008,Chennai,100000,Diesel,Manual,Second,12.0,2609.0,120.0,8.0,4.0
Honda,City,2010,Jaipur,48689,Petrol,Manual,First,17.0,1497.0,117.0,5.0,3.87
Maruti,Vitara,2017,Bangalore,45000,Diesel,Manual,First,24.0,1248.0,88.0,5.0,9.75
Audi,A4,2019,Kochi,38163,Diesel,Automatic,First,17.0,1968.0,174.0,5.0,32.91
Mercedes-Benz,E-Class,2011,Chennai,43800,Diesel,Automatic,Second,14.0,2143.0,203.0,5.0,16.75
Honda,Civic,2007,Jaipur,92000,Petrol,Manual,First,13.0,1799.0,130.0,5.0,1.9
Hyundai,i20,2017,Kochi,14064,Petrol,Manual,First,18.0,1197.0,81.0,5.0,6.59
Audi,Q3,2017,Coimbatore,42366,Diesel,Automatic,First,15.0,1968.0,174.0,5.0,31.93
Honda,City,2014,Jaipur,76551,Diesel,Manual,First,25.0,1498.0,98.0,5.0,7.25
